LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ARG,WKGPOP,TOT,PC_POP,A,2017,64.138,
ARG,WKGPOP,TOT,PC_POP,A,2018,64.139,
BGR,WKGPOP,TOT,PC_POP,A,2008,69.006,
BGR,WKGPOP,TOT,PC_POP,A,2009,68.804,
BGR,WKGPOP,TOT,PC_POP,A,2010,68.493,
BGR,WKGPOP,TOT,PC_POP,A,2011,68.042,
BGR,WKGPOP,TOT,PC_POP,A,2012,67.515,
BGR,WKGPOP,TOT,PC_POP,A,2013,66.97,
BGR,WKGPOP,TOT,PC_POP,A,2014,66.414,
BGR,WKGPOP,TOT,PC_POP,A,2015,65.878,
BGR,WKGPOP,TOT,PC_POP,A,2016,65.395,
BGR,WKGPOP,TOT,PC_POP,A,2017,64.955,
BGR,WKGPOP,TOT,PC_POP,A,2018,64.525,
CHN,WKGPOP,TOT,PC_POP,A,2008,73.557,
CHN,WKGPOP,TOT,PC_POP,A,2009,73.706,
CHN,WKGPOP,TOT,PC_POP,A,2010,73.751,
CHN,WKGPOP,TOT,PC_POP,A,2011,73.705,
CHN,WKGPOP,TOT,PC_POP,A,2012,73.559,
CHN,WKGPOP,TOT,PC_POP,A,2013,73.321,
CHN,WKGPOP,TOT,PC_POP,A,2014,73.009,
CHN,WKGPOP,TOT,PC_POP,A,2015,72.638,
CHN,WKGPOP,TOT,PC_POP,A,2016,72.176,
CHN,WKGPOP,TOT,PC_POP,A,2017,71.681,
CHN,WKGPOP,TOT,PC_POP,A,2018,71.187,
CRI,WKGPOP,TOT,PC_POP,A,2008,67.624,
CRI,WKGPOP,TOT,PC_POP,A,2009,68.007,
CRI,WKGPOP,TOT,PC_POP,A,2010,68.365,
CRI,WKGPOP,TOT,PC_POP,A,2011,68.777,
CRI,WKGPOP,TOT,PC_POP,A,2012,69.054,
CRI,WKGPOP,TOT,PC_POP,A,2013,69.263,
CRI,WKGPOP,TOT,PC_POP,A,2014,69.432,
CRI,WKGPOP,TOT,PC_POP,A,2015,69.613,
CRI,WKGPOP,TOT,PC_POP,A,2016,69.723,
CRI,WKGPOP,TOT,PC_POP,A,2017,69.715,
CRI,WKGPOP,TOT,PC_POP,A,2018,69.601,
HRV,WKGPOP,TOT,PC_POP,A,2008,66.69,
HRV,WKGPOP,TOT,PC_POP,A,2009,66.755,
HRV,WKGPOP,TOT,PC_POP,A,2010,66.904,
HRV,WKGPOP,TOT,PC_POP,A,2011,67.007,
HRV,WKGPOP,TOT,PC_POP,A,2012,66.969,
HRV,WKGPOP,TOT,PC_POP,A,2013,66.858,
HRV,WKGPOP,TOT,PC_POP,A,2014,66.646,
HRV,WKGPOP,TOT,PC_POP,A,2015,66.33,
HRV,WKGPOP,TOT,PC_POP,A,2016,66.04,
HRV,WKGPOP,TOT,PC_POP,A,2017,65.666,
HRV,WKGPOP,TOT,PC_POP,A,2018,65.184,
CYP,WKGPOP,TOT,PC_POP,A,2008,69.638,
CYP,WKGPOP,TOT,PC_POP,A,2009,70.073,
CYP,WKGPOP,TOT,PC_POP,A,2010,70.377,
CYP,WKGPOP,TOT,PC_POP,A,2011,70.588,
CYP,WKGPOP,TOT,PC_POP,A,2012,70.547,
CYP,WKGPOP,TOT,PC_POP,A,2013,70.134,
CYP,WKGPOP,TOT,PC_POP,A,2014,69.411,
CYP,WKGPOP,TOT,PC_POP,A,2015,68.696,
CYP,WKGPOP,TOT,PC_POP,A,2016,68.286,
CYP,WKGPOP,TOT,PC_POP,A,2017,68.013,
CYP,WKGPOP,TOT,PC_POP,A,2018,67.783,
IND,WKGPOP,TOT,PC_POP,A,2008,63.317,
IND,WKGPOP,TOT,PC_POP,A,2009,63.642,
IND,WKGPOP,TOT,PC_POP,A,2010,63.994,
IND,WKGPOP,TOT,PC_POP,A,2011,64.303,
IND,WKGPOP,TOT,PC_POP,A,2012,64.656,
IND,WKGPOP,TOT,PC_POP,A,2013,65.029,
IND,WKGPOP,TOT,PC_POP,A,2014,65.386,
IND,WKGPOP,TOT,PC_POP,A,2015,65.706,
IND,WKGPOP,TOT,PC_POP,A,2016,65.996,
IND,WKGPOP,TOT,PC_POP,A,2017,66.228,
IND,WKGPOP,TOT,PC_POP,A,2018,66.428,
IDN,WKGPOP,TOT,PC_POP,A,2008,65.865,
IDN,WKGPOP,TOT,PC_POP,A,2009,66.037,
IDN,WKGPOP,TOT,PC_POP,A,2010,66.452,
IDN,WKGPOP,TOT,PC_POP,A,2011,66.638,
IDN,WKGPOP,TOT,PC_POP,A,2012,66.826,
IDN,WKGPOP,TOT,PC_POP,A,2013,67,
IDN,WKGPOP,TOT,PC_POP,A,2014,67.152,
IDN,WKGPOP,TOT,PC_POP,A,2015,67.279,
IDN,WKGPOP,TOT,PC_POP,A,2016,67.403,
IDN,WKGPOP,TOT,PC_POP,A,2017,67.512,
IDN,WKGPOP,TOT,PC_POP,A,2018,67.591,
LTU,WKGPOP,TOT,PC_POP,A,2008,67.592,
LTU,WKGPOP,TOT,PC_POP,A,2009,67.682,
LTU,WKGPOP,TOT,PC_POP,A,2010,67.476,
LTU,WKGPOP,TOT,PC_POP,A,2011,67.188,
LTU,WKGPOP,TOT,PC_POP,A,2012,67.096,
LTU,WKGPOP,TOT,PC_POP,A,2013,67.007,
LTU,WKGPOP,TOT,PC_POP,A,2014,66.828,
LTU,WKGPOP,TOT,PC_POP,A,2015,66.524,
LTU,WKGPOP,TOT,PC_POP,A,2016,66.101,
LTU,WKGPOP,TOT,PC_POP,A,2017,65.606,
LTU,WKGPOP,TOT,PC_POP,A,2018,65.243,
MLT,WKGPOP,TOT,PC_POP,A,2008,70.074,
MLT,WKGPOP,TOT,PC_POP,A,2009,69.964,
MLT,WKGPOP,TOT,PC_POP,A,2010,69.547,
MLT,WKGPOP,TOT,PC_POP,A,2011,69.044,
MLT,WKGPOP,TOT,PC_POP,A,2012,68.567,
MLT,WKGPOP,TOT,PC_POP,A,2013,68.108,
MLT,WKGPOP,TOT,PC_POP,A,2014,67.715,
MLT,WKGPOP,TOT,PC_POP,A,2015,67.445,
MLT,WKGPOP,TOT,PC_POP,A,2016,67.189,
MLT,WKGPOP,TOT,PC_POP,A,2017,67.157,
MLT,WKGPOP,TOT,PC_POP,A,2018,67.403,
ROU,WKGPOP,TOT,PC_POP,A,2008,68.155,
ROU,WKGPOP,TOT,PC_POP,A,2009,68.081,
ROU,WKGPOP,TOT,PC_POP,A,2010,68.057,
ROU,WKGPOP,TOT,PC_POP,A,2011,68.034,
ROU,WKGPOP,TOT,PC_POP,A,2012,68.029,
ROU,WKGPOP,TOT,PC_POP,A,2013,67.988,
ROU,WKGPOP,TOT,PC_POP,A,2014,67.712,
ROU,WKGPOP,TOT,PC_POP,A,2015,67.289,
ROU,WKGPOP,TOT,PC_POP,A,2016,66.868,
ROU,WKGPOP,TOT,PC_POP,A,2017,66.445,
ROU,WKGPOP,TOT,PC_POP,A,2018,65.998,
SAU,WKGPOP,TOT,PC_POP,A,2008,65.76,
SAU,WKGPOP,TOT,PC_POP,A,2009,66.536,
SAU,WKGPOP,TOT,PC_POP,A,2010,67.232,
SAU,WKGPOP,TOT,PC_POP,A,2011,68.203,
SAU,WKGPOP,TOT,PC_POP,A,2012,69.072,
SAU,WKGPOP,TOT,PC_POP,A,2013,69.825,
SAU,WKGPOP,TOT,PC_POP,A,2014,70.449,
SAU,WKGPOP,TOT,PC_POP,A,2015,70.948,
SAU,WKGPOP,TOT,PC_POP,A,2016,71.992,
SAU,WKGPOP,TOT,PC_POP,A,2017,72.081,
SAU,WKGPOP,TOT,PC_POP,A,2018,72.176,
SGP,WKGPOP,TOT,PC_POP,A,2008,72.901,
SGP,WKGPOP,TOT,PC_POP,A,2009,73.272,
SGP,WKGPOP,TOT,PC_POP,A,2010,73.677,
SGP,WKGPOP,TOT,PC_POP,A,2011,73.885,
SGP,WKGPOP,TOT,PC_POP,A,2012,73.679,
SGP,WKGPOP,TOT,PC_POP,A,2013,73.478,
SGP,WKGPOP,TOT,PC_POP,A,2014,73.143,
SGP,WKGPOP,TOT,PC_POP,A,2015,72.784,
SGP,WKGPOP,TOT,PC_POP,A,2016,72.449,
SGP,WKGPOP,TOT,PC_POP,A,2017,71.981,
SGP,WKGPOP,TOT,PC_POP,A,2018,71.484,
ZAF,WKGPOP,TOT,PC_POP,A,2008,64.787,
ZAF,WKGPOP,TOT,PC_POP,A,2009,64.986,
ZAF,WKGPOP,TOT,PC_POP,A,2010,65.142,
ZAF,WKGPOP,TOT,PC_POP,A,2011,65.243,
ZAF,WKGPOP,TOT,PC_POP,A,2012,65.244,
ZAF,WKGPOP,TOT,PC_POP,A,2013,65.198,
ZAF,WKGPOP,TOT,PC_POP,A,2014,65.16,
ZAF,WKGPOP,TOT,PC_POP,A,2015,65.126,
ZAF,WKGPOP,TOT,PC_POP,A,2016,65.09,
ZAF,WKGPOP,TOT,PC_POP,A,2017,64.954,
ZAF,WKGPOP,TOT,PC_POP,A,2018,64.889,
WLD,WKGPOP,TOT,PC_POP,A,2008,65.301,
WLD,WKGPOP,TOT,PC_POP,A,2009,65.451,
WLD,WKGPOP,TOT,PC_POP,A,2010,65.564,
WLD,WKGPOP,TOT,PC_POP,A,2011,65.61,
WLD,WKGPOP,TOT,PC_POP,A,2012,65.632,
WLD,WKGPOP,TOT,PC_POP,A,2013,65.63,
WLD,WKGPOP,TOT,PC_POP,A,2014,65.606,
WLD,WKGPOP,TOT,PC_POP,A,2015,65.563,
WLD,WKGPOP,TOT,PC_POP,A,2016,65.477,
WLD,WKGPOP,TOT,PC_POP,A,2017,65.383,
WLD,WKGPOP,TOT,PC_POP,A,2018,65.289,
G20,WKGPOP,TOT,PC_POP,A,2008,67.976,
G20,WKGPOP,TOT,PC_POP,A,2009,68.116,
G20,WKGPOP,TOT,PC_POP,A,2010,68.255,
G20,WKGPOP,TOT,PC_POP,A,2011,68.326,
G20,WKGPOP,TOT,PC_POP,A,2012,68.318,
G20,WKGPOP,TOT,PC_POP,A,2013,68.286,
G20,WKGPOP,TOT,PC_POP,A,2014,68.219,
G20,WKGPOP,TOT,PC_POP,A,2015,68.131,
G20,WKGPOP,TOT,PC_POP,A,2016,68.013,
G20,WKGPOP,TOT,PC_POP,A,2017,67.859,
G20,WKGPOP,TOT,PC_POP,A,2018,67.699,
