LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
LTU,GDP,TOT,USD_CAP,A,2014,28184.49909,
LTU,GDP,TOT,USD_CAP,A,2015,28834.45757,
LTU,GDP,TOT,USD_CAP,A,2016,30925.15181,
LTU,GDP,TOT,USD_CAP,A,2017,33869.71525,
LTU,GDP,TOT,USD_CAP,A,2018,37493.45215,
SAU,GDP,TOT,USD_CAP,A,2009,49874.78107,
SAU,GDP,TOT,USD_CAP,A,2010,51521.91819,
SAU,GDP,TOT,USD_CAP,A,2011,56191.9355,
SAU,GDP,TOT,USD_CAP,A,2012,57500.17953,
SAU,GDP,TOT,USD_CAP,A,2013,56109.11251,
SAU,GDP,TOT,USD_CAP,A,2014,55979.37206,
SAU,GDP,TOT,USD_CAP,A,2015,48858.41933,
SAU,GDP,TOT,USD_CAP,A,2016,45720.84934,
EA19,GDP,TOT,USD_CAP,A,2009,34922.06345,
EA19,GDP,TOT,USD_CAP,A,2010,35915.20138,
EA19,GDP,TOT,USD_CAP,A,2011,37379.55226,
EA19,GDP,TOT,USD_CAP,A,2012,37735.30334,
EA19,GDP,TOT,USD_CAP,A,2013,38969.42754,
EA19,GDP,TOT,USD_CAP,A,2014,39985.26131,
EA19,GDP,TOT,USD_CAP,A,2015,41070.88172,
EA19,GDP,TOT,USD_CAP,A,2016,43562.81456,
EA19,GDP,TOT,USD_CAP,A,2017,45768.62944,
EA19,GDP,TOT,USD_CAP,A,2018,49045.9469,
ARG,GDP,TOT,USD_CAP,A,2009,16476.69848,
ARG,GDP,TOT,USD_CAP,A,2010,18061.93436,
ARG,GDP,TOT,USD_CAP,A,2011,19322.22713,
ARG,GDP,TOT,USD_CAP,A,2012,19641.35286,
ARG,GDP,TOT,USD_CAP,A,2013,20131.68042,
ARG,GDP,TOT,USD_CAP,A,2014,19683.7715,
ARG,GDP,TOT,USD_CAP,A,2015,20105.19899,
ARG,GDP,TOT,USD_CAP,A,2016,20307.87005,
ARG,GDP,TOT,USD_CAP,A,2017,23562.91884,
ARG,GDP,TOT,USD_CAP,A,2018,23414.92423,
CRI,GDP,TOT,USD_CAP,A,2009,12681.51714,
CRI,GDP,TOT,USD_CAP,A,2010,13237.90538,
CRI,GDP,TOT,USD_CAP,A,2011,13964.55171,
CRI,GDP,TOT,USD_CAP,A,2012,14678.37207,
CRI,GDP,TOT,USD_CAP,A,2013,15241.33455,
CRI,GDP,TOT,USD_CAP,A,2014,16227.14274,
CRI,GDP,TOT,USD_CAP,A,2015,17203.36187,
CRI,GDP,TOT,USD_CAP,A,2016,18651.86436,
CRI,GDP,TOT,USD_CAP,A,2017,19769.73812,E
CRI,GDP,TOT,USD_CAP,A,2018,20368.53304,E
BGR,GDP,TOT,USD_CAP,A,2009,13928.36715,
BGR,GDP,TOT,USD_CAP,A,2010,14605.31942,
BGR,GDP,TOT,USD_CAP,A,2011,15667.29474,
BGR,GDP,TOT,USD_CAP,A,2012,16247.41319,
BGR,GDP,TOT,USD_CAP,A,2013,16588.97537,
BGR,GDP,TOT,USD_CAP,A,2014,17561.41757,
BGR,GDP,TOT,USD_CAP,A,2015,18343.14163,
BGR,GDP,TOT,USD_CAP,A,2016,20019.63863,
BGR,GDP,TOT,USD_CAP,A,2017,21455.57352,
BGR,GDP,TOT,USD_CAP,A,2018,23634.16792,
HRV,GDP,TOT,USD_CAP,A,2009,20004.3447,
HRV,GDP,TOT,USD_CAP,A,2010,19810.2656,
HRV,GDP,TOT,USD_CAP,A,2011,20793.20722,
HRV,GDP,TOT,USD_CAP,A,2012,21161.27599,
HRV,GDP,TOT,USD_CAP,A,2013,21826.80817,
HRV,GDP,TOT,USD_CAP,A,2014,22072.90031,
HRV,GDP,TOT,USD_CAP,A,2015,22981.12897,
HRV,GDP,TOT,USD_CAP,A,2016,24887.75328,
HRV,GDP,TOT,USD_CAP,A,2017,26851.04729,
HRV,GDP,TOT,USD_CAP,A,2018,29433.68365,
CYP,GDP,TOT,USD_CAP,A,2009,33909.80434,
CYP,GDP,TOT,USD_CAP,A,2010,33449.01196,
CYP,GDP,TOT,USD_CAP,A,2011,33313.37916,
CYP,GDP,TOT,USD_CAP,A,2012,31834.58809,
CYP,GDP,TOT,USD_CAP,A,2013,30375.24135,
CYP,GDP,TOT,USD_CAP,A,2014,30080.39344,
CYP,GDP,TOT,USD_CAP,A,2015,31815.27072,
CYP,GDP,TOT,USD_CAP,A,2016,35719.03674,
CYP,GDP,TOT,USD_CAP,A,2017,38172.41595,
CYP,GDP,TOT,USD_CAP,A,2018,41753.78606,
MLT,GDP,TOT,USD_CAP,A,2009,26670.83555,
MLT,GDP,TOT,USD_CAP,A,2010,28747.24074,
MLT,GDP,TOT,USD_CAP,A,2011,28972.88565,
MLT,GDP,TOT,USD_CAP,A,2012,30241.40542,
MLT,GDP,TOT,USD_CAP,A,2013,32287.91394,
MLT,GDP,TOT,USD_CAP,A,2014,34318.63481,
MLT,GDP,TOT,USD_CAP,A,2015,37430.52516,
MLT,GDP,TOT,USD_CAP,A,2016,39792.55992,
MLT,GDP,TOT,USD_CAP,A,2017,42629.98116,
MLT,GDP,TOT,USD_CAP,A,2018,45541.12577,
PER,GDP,TOT,USD_CAP,A,2009,8846.744897,
PER,GDP,TOT,USD_CAP,A,2010,9586.999943,
PER,GDP,TOT,USD_CAP,A,2011,10289.26122,
PER,GDP,TOT,USD_CAP,A,2012,10545.51065,
PER,GDP,TOT,USD_CAP,A,2013,11039.69821,P
PER,GDP,TOT,USD_CAP,A,2014,11254.0655,P
ROU,GDP,TOT,USD_CAP,A,2009,16644.09991,
ROU,GDP,TOT,USD_CAP,A,2010,16989.27985,
ROU,GDP,TOT,USD_CAP,A,2011,17896.08099,
ROU,GDP,TOT,USD_CAP,A,2012,18867.51323,
ROU,GDP,TOT,USD_CAP,A,2013,19777.02295,
ROU,GDP,TOT,USD_CAP,A,2014,20649.98226,
ROU,GDP,TOT,USD_CAP,A,2015,21598.5583,
ROU,GDP,TOT,USD_CAP,A,2016,24266.28396,
ROU,GDP,TOT,USD_CAP,A,2017,27222.72422,
ROU,GDP,TOT,USD_CAP,A,2018,30167.4867,
MKD,GDP,TOT,USD_CAP,A,2009,11018.08169,E
MKD,GDP,TOT,USD_CAP,A,2010,11369.68999,E
MKD,GDP,TOT,USD_CAP,A,2011,11689.8609,E
MKD,GDP,TOT,USD_CAP,A,2012,11915.7024,E
MKD,GDP,TOT,USD_CAP,A,2013,12727.35049,E
MKD,GDP,TOT,USD_CAP,A,2014,13434.84694,E
MKD,GDP,TOT,USD_CAP,A,2015,13888.21874,E
MKD,GDP,TOT,USD_CAP,A,2016,15137.9674,E
MKD,GDP,TOT,USD_CAP,A,2017,15756.58472,E
MKD,GDP,TOT,USD_CAP,A,2018,17253.63129,E
ZMB,GDP,TOT,USD_CAP,A,2009,2933.232987,
ZMB,GDP,TOT,USD_CAP,A,2010,3178.947393,
ZMB,GDP,TOT,USD_CAP,A,2011,3324.081982,
ZMB,GDP,TOT,USD_CAP,A,2012,3429.503474,
ZMB,GDP,TOT,USD_CAP,A,2013,3583.693952,
ZMB,GDP,TOT,USD_CAP,A,2014,3539.471693,
ZMB,GDP,TOT,USD_CAP,A,2015,3431.059027,
ZMB,GDP,TOT,USD_CAP,A,2016,3405.832772,
ZMB,GDP,TOT,USD_CAP,A,2017,3484.940724,
ZMB,GDP,TOT,USD_CAP,A,2018,3637.368088,
HKG,GDP,TOT,USD_CAP,A,2009,45871.2984,E
HKG,GDP,TOT,USD_CAP,A,2010,49186.62197,E
HKG,GDP,TOT,USD_CAP,A,2011,52274.50957,E
HKG,GDP,TOT,USD_CAP,A,2012,52235.72017,E
HKG,GDP,TOT,USD_CAP,A,2013,53691.97105,E
HKG,GDP,TOT,USD_CAP,A,2014,54778.38251,E
HKG,GDP,TOT,USD_CAP,A,2015,56409.64279,E
HKG,GDP,TOT,USD_CAP,A,2016,57221.96915,E
HKG,GDP,TOT,USD_CAP,A,2017,59846.81923,E
HKG,GDP,TOT,USD_CAP,A,2018,62556.2405,E
MDG,GDP,TOT,USD_CAP,A,2009,1566.810322,E
MDG,GDP,TOT,USD_CAP,A,2010,1551.109609,E
MDG,GDP,TOT,USD_CAP,A,2011,1565.877486,E
MDG,GDP,TOT,USD_CAP,A,2012,1552.77558,E
MDG,GDP,TOT,USD_CAP,A,2013,1556.147235,E
MDG,GDP,TOT,USD_CAP,A,2014,1573.788648,E
MDG,GDP,TOT,USD_CAP,A,2015,1562.305391,E
MDG,GDP,TOT,USD_CAP,A,2016,1624.383829,E
MDG,GDP,TOT,USD_CAP,A,2017,1601.521574,E
MDG,GDP,TOT,USD_CAP,A,2018,1655.481656,E
MAR,GDP,TOT,USD_CAP,A,2009,6279.693123,E
MAR,GDP,TOT,USD_CAP,A,2010,6525.49337,E
MAR,GDP,TOT,USD_CAP,A,2011,6938.287763,E
MAR,GDP,TOT,USD_CAP,A,2012,6923.247392,E
MAR,GDP,TOT,USD_CAP,A,2013,7143.701966,E
MAR,GDP,TOT,USD_CAP,A,2014,6900.513126,E
MAR,GDP,TOT,USD_CAP,A,2015,7249.966832,E
MAR,GDP,TOT,USD_CAP,A,2016,7312.810289,E
MAR,GDP,TOT,USD_CAP,A,2017,7581.215412,E
MAR,GDP,TOT,USD_CAP,A,2018,7928.326114,E
SGP,GDP,TOT,USD_CAP,A,2009,66190.39688,
SGP,GDP,TOT,USD_CAP,A,2010,75343.9493,
SGP,GDP,TOT,USD_CAP,A,2011,80047.57357,
SGP,GDP,TOT,USD_CAP,A,2012,82072.27916,
SGP,GDP,TOT,USD_CAP,A,2013,83005.68969,
SGP,GDP,TOT,USD_CAP,A,2014,84408.21652,
SGP,GDP,TOT,USD_CAP,A,2015,86972.56307,
SGP,GDP,TOT,USD_CAP,A,2016,89396.72444,
SGP,GDP,TOT,USD_CAP,A,2017,94945.25089,
SGP,GDP,TOT,USD_CAP,A,2018,101280.4135,
