,COU,Country,SOURCE,Source,SERIES,Series,TIME,Year,Unit Code_union,Unit_union,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value_union,Flag Codes,Flags,Unnamed: 0,MEASURE,Age group,Unit Code_gini_cpi,Unit_gini_cpi,Value_gini_cpi
2518,SWE,Sweden,ADM,Administrative data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,61904,CPI2015,Working age population: 18-65,IDX,Index,96.52992
2519,SWE,Sweden,ADM,Administrative data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,62148,CPI2015,Retirement age population: above 65,IDX,Index,96.52992
2520,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,19191,GINI,Total population,0_TO_1,0-1 scale,0.269
2521,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,19202,CPI2010,Total population,IDX,Index,100.0
2522,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,35674,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.27
2523,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,35685,CPI2010,Working age population: 18-65,IDX,Index,100.0
2524,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,48181,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.255
2525,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,48192,CPI2010,Retirement age population: above 65,IDX,Index,100.0
2526,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,61654,CPI2015,Total population,IDX,Index,96.52992
2527,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,61904,CPI2015,Working age population: 18-65,IDX,Index,96.52992
2528,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2010,2010,PC,Percentage,0,Units,,,68.2,,,62148,CPI2015,Retirement age population: above 65,IDX,Index,96.52992
2529,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,19191,GINI,Total population,0_TO_1,0-1 scale,0.269
2530,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,19202,CPI2010,Total population,IDX,Index,100.0
2531,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,35674,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.27
2532,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,35685,CPI2010,Working age population: 18-65,IDX,Index,100.0
2533,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,48181,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.255
2534,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,48192,CPI2010,Retirement age population: above 65,IDX,Index,100.0
2535,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,61654,CPI2015,Total population,IDX,Index,96.52992
2536,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,61904,CPI2015,Working age population: 18-65,IDX,Index,96.52992
2537,SWE,Sweden,SVY,Survey data,EEM,Employees,2010,2010,NBR,Number,3,Thousands,,,4028.0,,,62148,CPI2015,Retirement age population: above 65,IDX,Index,96.52992
2538,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,19192,GINI,Total population,0_TO_1,0-1 scale,0.273
2539,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,19203,CPI2010,Total population,IDX,Index,102.9611544
2540,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,35675,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.268
2541,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,35686,CPI2010,Working age population: 18-65,IDX,Index,102.9611544
2542,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,48182,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28300000000000003
2543,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,48193,CPI2010,Retirement age population: above 65,IDX,Index,102.9611544
2544,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,61655,CPI2015,Total population,IDX,Index,99.38832
2545,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,61905,CPI2015,Working age population: 18-65,IDX,Index,99.38832
2546,SWE,Sweden,ADM,Administrative data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2830.0,,,62149,CPI2015,Retirement age population: above 65,IDX,Index,99.38832
2547,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,19192,GINI,Total population,0_TO_1,0-1 scale,0.273
2548,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,19203,CPI2010,Total population,IDX,Index,102.9611544
2549,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,35675,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.268
2550,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,35686,CPI2010,Working age population: 18-65,IDX,Index,102.9611544
2551,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,48182,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28300000000000003
2552,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,48193,CPI2010,Retirement age population: above 65,IDX,Index,102.9611544
2553,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,61655,CPI2015,Total population,IDX,Index,99.38832
2554,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,61905,CPI2015,Working age population: 18-65,IDX,Index,99.38832
2555,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,68.3,,,62149,CPI2015,Retirement age population: above 65,IDX,Index,99.38832
2556,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,19192,GINI,Total population,0_TO_1,0-1 scale,0.273
2557,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,19203,CPI2010,Total population,IDX,Index,102.9611544
2558,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,35675,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.268
2559,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,35686,CPI2010,Working age population: 18-65,IDX,Index,102.9611544
2560,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,48182,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28300000000000003
2561,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,48193,CPI2010,Retirement age population: above 65,IDX,Index,102.9611544
2562,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,61655,CPI2015,Total population,IDX,Index,99.38832
2563,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,61905,CPI2015,Working age population: 18-65,IDX,Index,99.38832
2564,SWE,Sweden,SVY,Survey data,TUM,Union members,2011,2011,NBR,Number,3,Thousands,,,2797.0,,,62149,CPI2015,Retirement age population: above 65,IDX,Index,99.38832
2565,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,19192,GINI,Total population,0_TO_1,0-1 scale,0.273
2566,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,19203,CPI2010,Total population,IDX,Index,102.9611544
2567,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,35675,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.268
2568,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,35686,CPI2010,Working age population: 18-65,IDX,Index,102.9611544
2569,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,48182,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28300000000000003
2570,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,48193,CPI2010,Retirement age population: above 65,IDX,Index,102.9611544
2571,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,61655,CPI2015,Total population,IDX,Index,99.38832
2572,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,61905,CPI2015,Working age population: 18-65,IDX,Index,99.38832
2573,SWE,Sweden,ADM,Administrative data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,62149,CPI2015,Retirement age population: above 65,IDX,Index,99.38832
2574,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,19192,GINI,Total population,0_TO_1,0-1 scale,0.273
2575,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,19203,CPI2010,Total population,IDX,Index,102.9611544
2576,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,35675,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.268
2577,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,35686,CPI2010,Working age population: 18-65,IDX,Index,102.9611544
2578,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,48182,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28300000000000003
2579,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,48193,CPI2010,Retirement age population: above 65,IDX,Index,102.9611544
2580,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,61655,CPI2015,Total population,IDX,Index,99.38832
2581,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,61905,CPI2015,Working age population: 18-65,IDX,Index,99.38832
2582,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2011,2011,PC,Percentage,0,Units,,,67.5,,,62149,CPI2015,Retirement age population: above 65,IDX,Index,99.38832
2583,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,19192,GINI,Total population,0_TO_1,0-1 scale,0.273
2584,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,19203,CPI2010,Total population,IDX,Index,102.9611544
2585,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,35675,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.268
2586,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,35686,CPI2010,Working age population: 18-65,IDX,Index,102.9611544
2587,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,48182,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28300000000000003
2588,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,48193,CPI2010,Retirement age population: above 65,IDX,Index,102.9611544
2589,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,61655,CPI2015,Total population,IDX,Index,99.38832
2590,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,61905,CPI2015,Working age population: 18-65,IDX,Index,99.38832
2591,SWE,Sweden,SVY,Survey data,EEM,Employees,2011,2011,NBR,Number,3,Thousands,,,4144.0,,,62149,CPI2015,Retirement age population: above 65,IDX,Index,99.38832
2592,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,19182,GINI,Total population,0_TO_1,0-1 scale,0.268
2593,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,19193,CPI2010,Total population,IDX,Index,103.8298799
2594,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,35665,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.263
2595,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,35676,CPI2010,Working age population: 18-65,IDX,Index,103.8298799
2596,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,48172,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.273
2597,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,48183,CPI2010,Retirement age population: above 65,IDX,Index,103.8298799
2598,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,62534,CPI2015,Total population,IDX,Index,100.2269
2599,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,62560,CPI2015,Retirement age population: above 65,IDX,Index,100.2269
2600,SWE,Sweden,ADM,Administrative data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2862.0,,,62638,CPI2015,Working age population: 18-65,IDX,Index,100.2269
2601,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,19182,GINI,Total population,0_TO_1,0-1 scale,0.268
2602,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,19193,CPI2010,Total population,IDX,Index,103.8298799
2603,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,35665,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.263
2604,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,35676,CPI2010,Working age population: 18-65,IDX,Index,103.8298799
2605,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,48172,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.273
2606,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,48183,CPI2010,Retirement age population: above 65,IDX,Index,103.8298799
2607,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,62534,CPI2015,Total population,IDX,Index,100.2269
2608,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,62560,CPI2015,Retirement age population: above 65,IDX,Index,100.2269
2609,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,68.0,,,62638,CPI2015,Working age population: 18-65,IDX,Index,100.2269
2610,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,19182,GINI,Total population,0_TO_1,0-1 scale,0.268
2611,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,19193,CPI2010,Total population,IDX,Index,103.8298799
2612,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,35665,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.263
2613,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,35676,CPI2010,Working age population: 18-65,IDX,Index,103.8298799
2614,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,48172,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.273
2615,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,48183,CPI2010,Retirement age population: above 65,IDX,Index,103.8298799
2616,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,62534,CPI2015,Total population,IDX,Index,100.2269
2617,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,62560,CPI2015,Retirement age population: above 65,IDX,Index,100.2269
2618,SWE,Sweden,SVY,Survey data,TUM,Union members,2013,2013,NBR,Number,3,Thousands,,,2849.0,,,62638,CPI2015,Working age population: 18-65,IDX,Index,100.2269
2619,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,19182,GINI,Total population,0_TO_1,0-1 scale,0.268
2620,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,19193,CPI2010,Total population,IDX,Index,103.8298799
2621,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,35665,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.263
2622,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,35676,CPI2010,Working age population: 18-65,IDX,Index,103.8298799
2623,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,48172,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.273
2624,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,48183,CPI2010,Retirement age population: above 65,IDX,Index,103.8298799
2625,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,62534,CPI2015,Total population,IDX,Index,100.2269
2626,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,62560,CPI2015,Retirement age population: above 65,IDX,Index,100.2269
2627,SWE,Sweden,ADM,Administrative data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,62638,CPI2015,Working age population: 18-65,IDX,Index,100.2269
2628,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,19182,GINI,Total population,0_TO_1,0-1 scale,0.268
2629,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,19193,CPI2010,Total population,IDX,Index,103.8298799
2630,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,35665,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.263
2631,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,35676,CPI2010,Working age population: 18-65,IDX,Index,103.8298799
2632,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,48172,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.273
2633,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,48183,CPI2010,Retirement age population: above 65,IDX,Index,103.8298799
2634,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,62534,CPI2015,Total population,IDX,Index,100.2269
2635,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,62560,CPI2015,Retirement age population: above 65,IDX,Index,100.2269
2636,SWE,Sweden,SVY,Survey data,TUD,Trade union  density,2013,2013,PC,Percentage,0,Units,,,67.7,,,62638,CPI2015,Working age population: 18-65,IDX,Index,100.2269
2637,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,19182,GINI,Total population,0_TO_1,0-1 scale,0.268
2638,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,19193,CPI2010,Total population,IDX,Index,103.8298799
2639,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,35665,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.263
2640,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,35676,CPI2010,Working age population: 18-65,IDX,Index,103.8298799
2641,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,48172,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.273
2642,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,48183,CPI2010,Retirement age population: above 65,IDX,Index,103.8298799
2643,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,62534,CPI2015,Total population,IDX,Index,100.2269
2644,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,62560,CPI2015,Retirement age population: above 65,IDX,Index,100.2269
2645,SWE,Sweden,SVY,Survey data,EEM,Employees,2013,2013,NBR,Number,3,Thousands,,,4206.0,,,62638,CPI2015,Working age population: 18-65,IDX,Index,100.2269
2646,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,19183,GINI,Total population,0_TO_1,0-1 scale,0.274
2647,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,19194,CPI2010,Total population,IDX,Index,103.6433056
2648,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,35666,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.266
2649,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,35677,CPI2010,Working age population: 18-65,IDX,Index,103.6433056
2650,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,48173,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28600000000000003
2651,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,48184,CPI2010,Retirement age population: above 65,IDX,Index,103.6433056
2652,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,62535,CPI2015,Total population,IDX,Index,100.0468
2653,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,62561,CPI2015,Retirement age population: above 65,IDX,Index,100.0468
2654,SWE,Sweden,ADM,Administrative data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2898.0,,,62639,CPI2015,Working age population: 18-65,IDX,Index,100.0468
2655,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,19183,GINI,Total population,0_TO_1,0-1 scale,0.274
2656,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,19194,CPI2010,Total population,IDX,Index,103.6433056
2657,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,35666,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.266
2658,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,35677,CPI2010,Working age population: 18-65,IDX,Index,103.6433056
2659,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,48173,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28600000000000003
2660,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,48184,CPI2010,Retirement age population: above 65,IDX,Index,103.6433056
2661,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,62535,CPI2015,Total population,IDX,Index,100.0468
2662,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,62561,CPI2015,Retirement age population: above 65,IDX,Index,100.0468
2663,SWE,Sweden,ADM,Administrative data,TUD,Trade union  density,2014,2014,PC,Percentage,0,Units,,,67.7,,,62639,CPI2015,Working age population: 18-65,IDX,Index,100.0468
2664,SWE,Sweden,SVY,Survey data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2878.0,,,19183,GINI,Total population,0_TO_1,0-1 scale,0.274
2665,SWE,Sweden,SVY,Survey data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2878.0,,,19194,CPI2010,Total population,IDX,Index,103.6433056
2666,SWE,Sweden,SVY,Survey data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2878.0,,,35666,GINI,Working age population: 18-65,0_TO_1,0-1 scale,0.266
2667,SWE,Sweden,SVY,Survey data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2878.0,,,35677,CPI2010,Working age population: 18-65,IDX,Index,103.6433056
2668,SWE,Sweden,SVY,Survey data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2878.0,,,48173,GINI,Retirement age population: above 65,0_TO_1,0-1 scale,0.28600000000000003
2669,SWE,Sweden,SVY,Survey data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2878.0,,,48184,CPI2010,Retirement age population: above 65,IDX,Index,103.6433056
2670,SWE,Sweden,SVY,Survey data,TUM,Union members,2014,2014,NBR,Number,3,Thousands,,,2878.0,,,62535,CPI2015,Total population,IDX,Index,100.0468
